2016-07-22 02:29:21,092,Tag Name,Iteration,Testing Accuracy(256), Testing Accuracy(512), Testing Accuracy(2048), Testing Accuracy(8092), Elapsed Time,L1,L2,L3
2016-07-22 02:37:41,317,cnn_mnist_test_acc_2_2_2,69120,0.089844,0.08789,0.09570,0.10257,0.0659,2,2,2
2016-07-22 02:37:41,380,cnn_mnist_test_acc_2_2_2,70400,0.089844,0.08789,0.09521,0.10245,0.0625,2,2,2
2016-07-22 02:37:41,446,cnn_mnist_test_acc_2_2_2,71680,0.089844,0.08789,0.09521,0.10232,0.0651,2,2,2
2016-07-22 02:37:41,515,cnn_mnist_test_acc_2_2_2,72960,0.089844,0.08789,0.09521,0.10220,0.0696,2,2,2
2016-07-22 02:37:41,587,cnn_mnist_test_acc_2_2_2,74240,0.089844,0.08789,0.09473,0.10208,0.0712,2,2,2
2016-07-22 02:37:41,660,cnn_mnist_test_acc_2_2_2,75520,0.089844,0.08789,0.09473,0.10208,0.0726,2,2,2
2016-07-22 02:37:41,734,cnn_mnist_test_acc_2_2_2,76800,0.089844,0.08789,0.09473,0.10195,0.0735,2,2,2
2016-07-22 02:37:41,808,cnn_mnist_test_acc_2_2_2,78080,0.089844,0.08789,0.09473,0.10183,0.0739,2,2,2
2016-07-22 02:37:41,882,cnn_mnist_test_acc_2_2_2,79360,0.089844,0.08789,0.09473,0.10171,0.0741,2,2,2
2016-07-22 02:37:41,952,cnn_mnist_test_acc_2_2_2,80640,0.089844,0.08789,0.09473,0.10158,0.0698,2,2,2
2016-07-22 02:37:42,021,cnn_mnist_test_acc_2_2_2,81920,0.089844,0.08789,0.09473,0.10158,0.0685,2,2,2
2016-07-22 02:37:42,086,cnn_mnist_test_acc_2_2_2,83200,0.089844,0.08789,0.09473,0.10158,0.0647,2,2,2
2016-07-22 02:37:42,152,cnn_mnist_test_acc_2_2_2,84480,0.089844,0.08789,0.09424,0.10109,0.0663,2,2,2
2016-07-22 02:37:42,220,cnn_mnist_test_acc_2_2_2,85760,0.089844,0.08789,0.09424,0.10109,0.0669,2,2,2
2016-07-22 02:37:42,283,cnn_mnist_test_acc_2_2_2,87040,0.089844,0.08789,0.09375,0.10096,0.0635,2,2,2
2016-07-22 02:37:42,352,cnn_mnist_test_acc_2_2_2,88320,0.089844,0.08789,0.09375,0.10059,0.0683,2,2,2
2016-07-22 02:37:42,421,cnn_mnist_test_acc_2_2_2,89600,0.089844,0.08789,0.09375,0.10059,0.0681,2,2,2
2016-07-22 02:37:42,489,cnn_mnist_test_acc_2_2_2,90880,0.089844,0.08789,0.09375,0.10047,0.068,2,2,2
2016-07-22 02:37:42,555,cnn_mnist_test_acc_2_2_2,92160,0.089844,0.08789,0.09375,0.10035,0.066,2,2,2
2016-07-22 02:37:42,628,cnn_mnist_test_acc_2_2_2,93440,0.089844,0.08789,0.09375,0.09998,0.0725,2,2,2
2016-07-22 02:37:42,702,cnn_mnist_test_acc_2_2_2,94720,0.089844,0.08789,0.09375,0.09998,0.0743,2,2,2
2016-07-22 02:37:42,779,cnn_mnist_test_acc_2_2_2,96000,0.089844,0.08789,0.09375,0.09998,0.0762,2,2,2
2016-07-22 02:37:42,854,cnn_mnist_test_acc_2_2_2,97280,0.089844,0.08789,0.09375,0.09998,0.0743,2,2,2
2016-07-22 02:37:42,924,cnn_mnist_test_acc_2_2_2,98560,0.089844,0.08789,0.09375,0.09998,0.0701,2,2,2
2016-07-22 02:37:42,993,cnn_mnist_test_acc_2_2_2,99840,0.089844,0.08789,0.09375,0.09998,0.0686,2,2,2
2016-07-22 02:37:43,061,cnn_mnist_test_acc_2_2_2,101120,0.089844,0.08789,0.09375,0.09998,0.068,2,2,2
2016-07-22 02:37:43,128,cnn_mnist_test_acc_2_2_2,102400,0.089844,0.08789,0.09375,0.09973,0.0666,2,2,2
2016-07-22 02:37:43,187,cnn_mnist_test_acc_2_2_2,103680,0.089844,0.08789,0.09375,0.09960,0.0589,2,2,2
2016-07-22 02:37:43,248,cnn_mnist_test_acc_2_2_2,104960,0.089844,0.08789,0.09375,0.09960,0.0605,2,2,2
2016-07-22 02:37:43,316,cnn_mnist_test_acc_2_2_2,106240,0.089844,0.08789,0.09375,0.09960,0.068,2,2,2
2016-07-22 02:37:43,383,cnn_mnist_test_acc_2_2_2,107520,0.089844,0.08789,0.09375,0.09960,0.0662,2,2,2
2016-07-22 02:37:43,453,cnn_mnist_test_acc_2_2_2,108800,0.089844,0.08789,0.09375,0.09960,0.0695,2,2,2
2016-07-22 02:37:43,604,cnn_mnist_test_acc_2_2_2,110080,0.089844,0.08789,0.09326,0.09923,0.151,2,2,2
2016-07-22 02:37:43,673,cnn_mnist_test_acc_2_2_2,111360,0.089844,0.08789,0.09326,0.09923,0.0694,2,2,2
2016-07-22 02:37:43,743,cnn_mnist_test_acc_2_2_2,112640,0.089844,0.08789,0.09326,0.09911,0.0694,2,2,2
2016-07-22 02:37:43,813,cnn_mnist_test_acc_2_2_2,113920,0.089844,0.08789,0.09326,0.09886,0.07,2,2,2
2016-07-22 02:37:43,884,cnn_mnist_test_acc_2_2_2,115200,0.089844,0.08789,0.09326,0.09886,0.0703,2,2,2
2016-07-22 02:37:43,956,cnn_mnist_test_acc_2_2_2,116480,0.089844,0.08789,0.09326,0.09886,0.0715,2,2,2
2016-07-22 02:37:44,030,cnn_mnist_test_acc_2_2_2,117760,0.089844,0.08789,0.09326,0.09886,0.0745,2,2,2
2016-07-22 02:37:44,104,cnn_mnist_test_acc_2_2_2,119040,0.089844,0.08789,0.09326,0.09886,0.0732,2,2,2
2016-07-22 02:37:44,173,cnn_mnist_test_acc_2_2_2,120320,0.089844,0.08789,0.09326,0.09886,0.069,2,2,2
2016-07-22 02:37:44,243,cnn_mnist_test_acc_2_2_2,121600,0.089844,0.08789,0.09326,0.09886,0.0695,2,2,2
2016-07-22 02:37:44,312,cnn_mnist_test_acc_2_2_2,122880,0.089844,0.08789,0.09326,0.09886,0.0687,2,2,2
2016-07-22 02:37:44,386,cnn_mnist_test_acc_2_2_2,124160,0.089844,0.08789,0.09326,0.09886,0.0733,2,2,2
2016-07-22 02:37:44,458,cnn_mnist_test_acc_2_2_2,125440,0.089844,0.08789,0.09326,0.09886,0.0716,2,2,2
2016-07-22 02:37:44,522,cnn_mnist_test_acc_2_2_2,126720,0.089844,0.08789,0.09326,0.09886,0.0636,2,2,2
2016-07-22 02:37:44,589,cnn_mnist_test_acc_2_2_2,128000,0.089844,0.08789,0.09326,0.09874,0.0667,2,2,2
2016-07-22 02:37:44,653,cnn_mnist_test_acc_2_2_2,129280,0.140625,0.13672,0.12158,0.11752,0.0643,2,2,2
2016-07-22 02:37:44,719,cnn_mnist_test_acc_2_2_2,130560,0.140625,0.13672,0.12158,0.11752,0.0658,2,2,2
2016-07-22 02:37:44,784,cnn_mnist_test_acc_2_2_2,131840,0.140625,0.13672,0.12158,0.11740,0.0647,2,2,2
2016-07-22 02:37:44,854,cnn_mnist_test_acc_2_2_2,133120,0.140625,0.13672,0.12158,0.11740,0.0698,2,2,2
2016-07-22 02:37:44,925,cnn_mnist_test_acc_2_2_2,134400,0.140625,0.13672,0.12158,0.11715,0.07,2,2,2
2016-07-22 02:37:44,998,cnn_mnist_test_acc_2_2_2,135680,0.140625,0.13672,0.12158,0.11715,0.0728,2,2,2
2016-07-22 02:37:45,070,cnn_mnist_test_acc_2_2_2,136960,0.140625,0.13672,0.12158,0.11715,0.0722,2,2,2
2016-07-22 02:37:45,143,cnn_mnist_test_acc_2_2_2,138240,0.140625,0.13672,0.12158,0.11715,0.0718,2,2,2
2016-07-22 02:37:45,214,cnn_mnist_test_acc_2_2_2,139520,0.140625,0.13672,0.12158,0.11728,0.071,2,2,2
2016-07-22 02:37:45,290,cnn_mnist_test_acc_2_2_2,140800,0.140625,0.13672,0.12158,0.11703,0.0762,2,2,2
2016-07-22 02:37:45,362,cnn_mnist_test_acc_2_2_2,142080,0.140625,0.13672,0.12158,0.11703,0.0714,2,2,2
2016-07-22 02:37:45,435,cnn_mnist_test_acc_2_2_2,143360,0.140625,0.13672,0.12158,0.11703,0.0723,2,2,2
2016-07-22 02:37:45,508,cnn_mnist_test_acc_2_2_2,144640,0.140625,0.13672,0.12158,0.11678,0.0727,2,2,2
2016-07-22 02:37:45,577,cnn_mnist_test_acc_2_2_2,145920,0.140625,0.13672,0.12158,0.11653,0.0694,2,2,2
2016-07-22 02:37:45,648,cnn_mnist_test_acc_2_2_2,147200,0.140625,0.13672,0.12158,0.11641,0.0707,2,2,2
2016-07-22 02:37:45,717,cnn_mnist_test_acc_2_2_2,148480,0.140625,0.13672,0.12158,0.11641,0.0684,2,2,2
2016-07-22 02:37:45,785,cnn_mnist_test_acc_2_2_2,149760,0.140625,0.13672,0.12158,0.11641,0.0677,2,2,2
2016-07-22 02:37:45,855,cnn_mnist_test_acc_2_2_2,151040,0.140625,0.13672,0.12158,0.11629,0.0694,2,2,2
2016-07-22 02:37:45,926,cnn_mnist_test_acc_2_2_2,152320,0.140625,0.13672,0.12158,0.11629,0.0713,2,2,2
2016-07-22 02:37:45,999,cnn_mnist_test_acc_2_2_2,153600,0.140625,0.13672,0.12158,0.11629,0.0726,2,2,2
2016-07-22 02:37:46,069,cnn_mnist_test_acc_2_2_2,154880,0.140625,0.13672,0.12158,0.11629,0.0689,2,2,2
2016-07-22 02:37:46,131,cnn_mnist_test_acc_2_2_2,156160,0.140625,0.13672,0.12158,0.11629,0.0623,2,2,2
2016-07-22 02:37:46,201,cnn_mnist_test_acc_2_2_2,157440,0.140625,0.13672,0.12158,0.11616,0.07,2,2,2
2016-07-22 02:37:46,270,cnn_mnist_test_acc_2_2_2,158720,0.140625,0.13672,0.12158,0.11616,0.0685,2,2,2
2016-07-22 02:37:46,340,cnn_mnist_test_acc_2_2_2,160000,0.140625,0.13672,0.12158,0.11629,0.0695,2,2,2
2016-07-22 02:37:46,412,cnn_mnist_test_acc_2_2_2,161280,0.140625,0.13672,0.12158,0.11629,0.0717,2,2,2
2016-07-22 02:37:46,486,cnn_mnist_test_acc_2_2_2,162560,0.140625,0.13672,0.12158,0.11616,0.0734,2,2,2
2016-07-22 02:37:46,560,cnn_mnist_test_acc_2_2_2,163840,0.140625,0.13672,0.12158,0.11616,0.0742,2,2,2
2016-07-22 02:37:46,713,cnn_mnist_test_acc_2_2_2,165120,0.140625,0.13672,0.12158,0.11604,0.152,2,2,2
2016-07-22 02:37:46,784,cnn_mnist_test_acc_2_2_2,166400,0.140625,0.13672,0.12158,0.11604,0.0711,2,2,2
2016-07-22 02:37:46,854,cnn_mnist_test_acc_2_2_2,167680,0.140625,0.13672,0.12158,0.11604,0.07,2,2,2
2016-07-22 02:37:46,923,cnn_mnist_test_acc_2_2_2,168960,0.140625,0.13672,0.12158,0.11604,0.0683,2,2,2
2016-07-22 02:37:46,996,cnn_mnist_test_acc_2_2_2,170240,0.140625,0.13672,0.12158,0.11616,0.0723,2,2,2
2016-07-22 02:37:47,070,cnn_mnist_test_acc_2_2_2,171520,0.140625,0.13672,0.12158,0.11616,0.0743,2,2,2
2016-07-22 02:37:47,141,cnn_mnist_test_acc_2_2_2,172800,0.140625,0.13672,0.12158,0.11616,0.071,2,2,2
2016-07-22 02:37:47,213,cnn_mnist_test_acc_2_2_2,174080,0.140625,0.13672,0.12158,0.11616,0.0707,2,2,2
2016-07-22 02:37:47,286,cnn_mnist_test_acc_2_2_2,175360,0.140625,0.13672,0.12158,0.11616,0.073,2,2,2
2016-07-22 02:37:47,355,cnn_mnist_test_acc_2_2_2,176640,0.140625,0.13672,0.12158,0.11616,0.0685,2,2,2
2016-07-22 02:37:47,420,cnn_mnist_test_acc_2_2_2,177920,0.140625,0.13672,0.12158,0.11616,0.0646,2,2,2
2016-07-22 02:37:47,490,cnn_mnist_test_acc_2_2_2,179200,0.140625,0.13672,0.12158,0.11604,0.0699,2,2,2
2016-07-22 02:37:47,560,cnn_mnist_test_acc_2_2_2,180480,0.140625,0.13672,0.12158,0.11604,0.0703,2,2,2
2016-07-22 02:37:47,629,cnn_mnist_test_acc_2_2_2,181760,0.140625,0.13672,0.12158,0.11604,0.0682,2,2,2
2016-07-22 02:37:47,693,cnn_mnist_test_acc_2_2_2,183040,0.140625,0.13672,0.12158,0.11604,0.0638,2,2,2
2016-07-22 02:37:47,761,cnn_mnist_test_acc_2_2_2,184320,0.140625,0.13672,0.12158,0.11604,0.0674,2,2,2
2016-07-22 02:37:47,832,cnn_mnist_test_acc_2_2_2,185600,0.140625,0.13672,0.12158,0.11592,0.0714,2,2,2
2016-07-22 02:37:47,906,cnn_mnist_test_acc_2_2_2,186880,0.140625,0.13672,0.12158,0.11592,0.0731,2,2,2
2016-07-22 02:37:47,977,cnn_mnist_test_acc_2_2_2,188160,0.140625,0.13672,0.12158,0.11592,0.071,2,2,2
2016-07-22 02:37:48,045,cnn_mnist_test_acc_2_2_2,189440,0.140625,0.13672,0.12158,0.11592,0.0681,2,2,2
2016-07-22 02:37:48,108,cnn_mnist_test_acc_2_2_2,190720,0.140625,0.13672,0.12158,0.11592,0.0621,2,2,2
2016-07-22 02:37:48,175,cnn_mnist_test_acc_2_2_2,192000,0.140625,0.13672,0.12158,0.11592,0.067,2,2,2
2016-07-22 02:37:48,246,cnn_mnist_test_acc_2_2_2,193280,0.140625,0.13672,0.12158,0.11592,0.0708,2,2,2
2016-07-22 02:37:48,314,cnn_mnist_test_acc_2_2_2,194560,0.140625,0.13672,0.12158,0.11592,0.0672,2,2,2
2016-07-22 02:37:48,379,cnn_mnist_test_acc_2_2_2,195840,0.140625,0.13672,0.12158,0.11592,0.0653,2,2,2
2016-07-22 02:37:48,444,cnn_mnist_test_acc_2_2_2,197120,0.140625,0.13672,0.12158,0.11592,0.0647,2,2,2
2016-07-22 02:37:48,511,cnn_mnist_test_acc_2_2_2,198400,0.140625,0.13672,0.12158,0.11592,0.0663,2,2,2
2016-07-22 02:37:48,585,cnn_mnist_test_acc_2_2_2,199680,0.140625,0.13672,0.12158,0.11592,0.0735,2,2,2
2016-07-22 02:38:15,708,cnn_mnist_test_acc_2_2_2,1280,0.070312,0.07812,0.07129,0.06797,0.186,2,2,2
2016-07-22 02:38:15,780,cnn_mnist_test_acc_2_2_2,2560,0.070312,0.07812,0.07129,0.06920,0.0721,2,2,2
2016-07-22 02:38:15,851,cnn_mnist_test_acc_2_2_2,3840,0.070312,0.07812,0.07227,0.07143,0.0704,2,2,2
2016-07-22 02:38:15,918,cnn_mnist_test_acc_2_2_2,5120,0.070312,0.07812,0.07080,0.07328,0.0667,2,2,2
2016-07-22 02:38:15,987,cnn_mnist_test_acc_2_2_2,6400,0.078125,0.08008,0.07324,0.07538,0.0692,2,2,2
2016-07-22 02:38:16,061,cnn_mnist_test_acc_2_2_2,7680,0.078125,0.08008,0.07568,0.07711,0.0733,2,2,2
2016-07-22 02:38:16,135,cnn_mnist_test_acc_2_2_2,8960,0.082031,0.08594,0.07568,0.07847,0.0736,2,2,2
2016-07-22 02:38:16,207,cnn_mnist_test_acc_2_2_2,10240,0.082031,0.08789,0.07666,0.08033,0.0721,2,2,2
2016-07-22 02:38:16,282,cnn_mnist_test_acc_2_2_2,11520,0.082031,0.08789,0.07910,0.08206,0.0744,2,2,2
2016-07-22 02:38:16,353,cnn_mnist_test_acc_2_2_2,12800,0.082031,0.09375,0.08350,0.08428,0.0712,2,2,2
2016-07-22 02:38:16,426,cnn_mnist_test_acc_2_2_2,14080,0.066406,0.08789,0.08545,0.08663,0.0726,2,2,2
2016-07-22 02:38:16,500,cnn_mnist_test_acc_2_2_2,15360,0.074219,0.08789,0.08545,0.08675,0.0736,2,2,2
2016-07-22 02:38:16,575,cnn_mnist_test_acc_2_2_2,16640,0.078125,0.08984,0.08350,0.08663,0.0747,2,2,2
2016-07-22 02:38:16,648,cnn_mnist_test_acc_2_2_2,17920,0.078125,0.09180,0.08594,0.08762,0.0731,2,2,2
2016-07-22 02:38:16,723,cnn_mnist_test_acc_2_2_2,19200,0.082031,0.10156,0.09131,0.09083,0.0748,2,2,2
2016-07-22 02:38:16,799,cnn_mnist_test_acc_2_2_2,20480,0.074219,0.10352,0.08887,0.09219,0.075,2,2,2
2016-07-22 02:38:16,872,cnn_mnist_test_acc_2_2_2,21760,0.074219,0.09961,0.09082,0.09330,0.0725,2,2,2
2016-07-22 02:38:16,944,cnn_mnist_test_acc_2_2_2,23040,0.078125,0.09766,0.09229,0.09478,0.0718,2,2,2
2016-07-22 02:38:17,015,cnn_mnist_test_acc_2_2_2,24320,0.078125,0.09961,0.09521,0.09701,0.0707,2,2,2
2016-07-22 02:38:17,083,cnn_mnist_test_acc_2_2_2,25600,0.078125,0.09766,0.09668,0.09837,0.0684,2,2,2
2016-07-22 02:38:17,153,cnn_mnist_test_acc_2_2_2,26880,0.070312,0.09375,0.09766,0.09911,0.0691,2,2,2
2016-07-22 02:38:17,225,cnn_mnist_test_acc_2_2_2,28160,0.070312,0.09570,0.09619,0.09886,0.072,2,2,2
2016-07-22 02:38:17,298,cnn_mnist_test_acc_2_2_2,29440,0.058594,0.08984,0.09473,0.09899,0.0726,2,2,2
2016-07-22 02:38:17,366,cnn_mnist_test_acc_2_2_2,30720,0.062500,0.09180,0.09326,0.09825,0.0678,2,2,2
2016-07-22 02:38:17,438,cnn_mnist_test_acc_2_2_2,32000,0.062500,0.09180,0.09326,0.09837,0.0719,2,2,2
2016-07-22 02:38:17,507,cnn_mnist_test_acc_2_2_2,33280,0.062500,0.08789,0.09229,0.09849,0.0687,2,2,2
2016-07-22 02:38:17,572,cnn_mnist_test_acc_2_2_2,34560,0.062500,0.08594,0.09229,0.09825,0.0647,2,2,2
2016-07-22 02:38:17,642,cnn_mnist_test_acc_2_2_2,35840,0.062500,0.08594,0.09424,0.09837,0.0699,2,2,2
2016-07-22 02:38:17,711,cnn_mnist_test_acc_2_2_2,37120,0.062500,0.08398,0.09375,0.09849,0.068,2,2,2
2016-07-22 02:38:17,778,cnn_mnist_test_acc_2_2_2,38400,0.062500,0.08203,0.09375,0.09812,0.0665,2,2,2
2016-07-22 02:38:17,847,cnn_mnist_test_acc_2_2_2,39680,0.058594,0.08008,0.09375,0.09812,0.0693,2,2,2
2016-07-22 02:38:17,916,cnn_mnist_test_acc_2_2_2,40960,0.058594,0.08008,0.09375,0.09775,0.0683,2,2,2
2016-07-22 02:38:17,984,cnn_mnist_test_acc_2_2_2,42240,0.058594,0.08008,0.09424,0.09738,0.0673,2,2,2
2016-07-22 02:38:18,053,cnn_mnist_test_acc_2_2_2,43520,0.054688,0.07812,0.09473,0.09775,0.0691,2,2,2
2016-07-22 02:38:18,123,cnn_mnist_test_acc_2_2_2,44800,0.054688,0.07812,0.09473,0.09775,0.0702,2,2,2
2016-07-22 02:38:18,196,cnn_mnist_test_acc_2_2_2,46080,0.054688,0.07812,0.09473,0.09763,0.0726,2,2,2
2016-07-22 02:38:18,270,cnn_mnist_test_acc_2_2_2,47360,0.054688,0.07812,0.09473,0.09775,0.0729,2,2,2
2016-07-22 02:38:18,341,cnn_mnist_test_acc_2_2_2,48640,0.054688,0.07812,0.09473,0.09763,0.0715,2,2,2
2016-07-22 02:38:18,411,cnn_mnist_test_acc_2_2_2,49920,0.054688,0.07812,0.09473,0.09750,0.0695,2,2,2
2016-07-22 02:38:18,483,cnn_mnist_test_acc_2_2_2,51200,0.054688,0.07812,0.09473,0.09775,0.0716,2,2,2
2016-07-22 02:38:18,553,cnn_mnist_test_acc_2_2_2,52480,0.054688,0.07812,0.09473,0.09775,0.0696,2,2,2
2016-07-22 02:38:18,627,cnn_mnist_test_acc_2_2_2,53760,0.054688,0.07812,0.09473,0.09763,0.0739,2,2,2
2016-07-22 02:38:18,776,cnn_mnist_test_acc_2_2_2,55040,0.054688,0.07812,0.09473,0.09763,0.149,2,2,2
2016-07-22 02:38:18,850,cnn_mnist_test_acc_2_2_2,56320,0.054688,0.07812,0.09473,0.09775,0.0737,2,2,2
2016-07-22 02:38:18,920,cnn_mnist_test_acc_2_2_2,57600,0.054688,0.07812,0.09424,0.09775,0.0697,2,2,2
2016-07-22 02:38:18,985,cnn_mnist_test_acc_2_2_2,58880,0.054688,0.07812,0.09424,0.09775,0.0648,2,2,2
2016-07-22 02:38:19,054,cnn_mnist_test_acc_2_2_2,60160,0.058594,0.08008,0.09473,0.09787,0.0687,2,2,2
